season,week,player_id,xfp_24,fpoe_24
2024,2,00-0032464,NA,NA
2024,2,00-0037256,NA,NA
2024,2,00-0039855,NA,NA
2024,2,00-0035544,NA,NA
2024,3,00-0033077,NA,NA
2024,3,00-0036139,NA,NA
2024,3,00-0031236,NA,NA
2024,3,00-0038640,NA,NA
2024,3,00-0034796,NA,NA
2024,3,00-0038046,NA,NA
2024,3,00-0038738,NA,NA
2024,3,00-0038041,NA,NA
2024,3,00-0031549,NA,NA
2024,3,00-0037666,NA,NA
2024,3,00-0033045,NA,NA
2024,3,00-0036358,NA,NA
2024,3,00-0039064,NA,NA
2024,3,00-0036550,NA,NA
2024,3,00-0037838,NA,NA
2024,3,00-0037243,NA,NA
2024,3,00-0037801,NA,NA
2024,3,00-0034975,NA,NA
2024,3,00-0032764,NA,NA
2024,3,00-0038622,NA,NA
2024,3,00-0038547,NA,NA
2024,3,00-0034753,NA,NA
2024,3,00-0027973,NA,NA
2024,3,00-0030035,NA,NA
2024,3,00-0035216,NA,NA
2024,3,00-0037005,NA,NA
2024,3,00-0036555,NA,NA
2024,3,00-0035289,NA,NA
2024,3,00-0034960,NA,NA
2024,3,00-0039062,NA,NA
2024,3,00-0034972,NA,NA
2024,3,00-0038563,NA,NA
2024,3,00-0039066,NA,NA
2024,3,00-0039342,NA,NA
2024,3,00-0031381,NA,NA
2024,3,00-0039338,NA,NA
2024,3,00-0035243,NA,NA
2024,3,00-0032104,NA,NA
2024,3,00-0039356,NA,NA
2024,3,00-0038579,NA,NA
2024,3,00-0039918,NA,NA
2024,3,00-0034827,NA,NA
2024,3,00-0036290,NA,NA
2024,3,00-0039919,NA,NA
2024,3,00-0039164,NA,NA
2024,3,00-0038997,NA,NA
2024,3,00-0037664,NA,NA
2024,3,00-0031763,NA,NA
2024,3,00-0036252,NA,NA
2024,3,00-0035021,NA,NA
2024,3,00-0036876,NA,NA
2024,3,00-0039021,NA,NA
2024,3,00-0036275,NA,NA
2024,3,00-0033895,NA,NA
2024,3,00-0036223,NA,NA
2024,3,00-0036906,NA,NA
2024,3,00-0033217,NA,NA
2024,3,00-0039890,NA,NA
2024,3,00-0039732,NA,NA
2024,3,00-0034348,NA,NA
2024,3,00-0038783,NA,NA
2024,3,00-0033943,NA,NA
2024,3,00-0036997,NA,NA
2024,3,00-0034855,NA,NA
2024,3,00-0037256,NA,NA
2024,3,00-0035406,NA,NA
2024,3,00-0033921,NA,NA
2024,3,00-0038129,NA,NA
2024,3,00-0031408,NA,NA
2024,3,00-0039052,NA,NA
2024,3,00-0039868,NA,NA
2024,3,00-0038794,NA,NA
2024,3,00-0036422,NA,NA
2024,3,00-0038976,NA,NA
2024,3,00-0039361,NA,NA
2024,3,00-0039050,NA,NA
2024,3,00-0039855,NA,NA
2024,3,00-0033106,NA,NA
2024,3,00-0039065,NA,NA
2024,3,00-0036754,NA,NA
2024,3,00-0035228,NA,NA
2024,3,00-0037744,NA,NA
2024,3,00-0038559,NA,NA
2024,3,00-0039849,NA,NA
2024,3,00-0036963,NA,NA
2024,3,00-0035685,NA,NA
2024,3,00-0037240,NA,NA
2024,3,00-0035500,NA,NA
2024,3,00-0033375,NA,NA
2024,3,00-0033553,NA,NA
2024,3,00-0039041,NA,NA
2024,3,00-0038128,NA,NA
2024,3,00-0039146,NA,NA
2024,3,00-0038393,NA,NA
2024,3,00-0038124,NA,NA
2024,3,00-0039152,NA,NA
2024,3,00-0038589,NA,NA
2024,3,00-0037809,NA,NA
2024,3,00-0034837,NA,NA
2024,3,00-0033009,NA,NA
2024,3,00-0032394,NA,NA
2024,3,00-0039144,NA,NA
2024,3,00-0030564,NA,NA
2024,3,00-0038996,NA,NA
2024,3,00-0038797,NA,NA
2024,3,00-0037816,NA,NA
2024,3,00-0035700,NA,NA
2024,3,00-0035261,NA,NA
2024,3,00-0039032,NA,NA
2024,3,00-0037742,NA,NA
2024,3,00-0039163,NA,NA
2024,3,00-0038977,NA,NA
2024,3,00-0034869,NA,NA
2024,3,00-0033246,NA,NA
2024,3,00-0036322,NA,NA
2024,3,00-0033293,NA,NA
2024,3,00-0031588,NA,NA
2024,3,00-0034383,NA,NA
2024,3,00-0030431,NA,NA
2024,3,00-0035249,NA,NA
2024,3,00-0036414,NA,NA
2024,3,00-0033854,NA,NA
2024,3,00-0036554,NA,NA
2024,3,00-0034646,NA,NA
2024,3,00-0034487,NA,NA
2024,3,00-0037291,NA,NA
2024,3,00-0038618,NA,NA
2024,3,00-0036096,NA,NA
2024,3,00-0036898,NA,NA
2024,3,00-0034857,NA,NA
2024,3,00-0037248,NA,NA
2024,3,00-0038933,NA,NA
2024,3,00-0037261,NA,NA
2024,3,00-0033282,NA,NA
2024,3,00-0036971,NA,NA
2024,3,00-0036973,NA,NA
2024,3,00-0039893,NA,NA
2024,3,00-0036196,NA,NA
2024,3,00-0034272,NA,NA
2024,3,00-0035689,NA,NA
2024,3,00-0035537,NA,NA
2024,3,00-0034775,NA,NA
2024,3,00-0036887,NA,NA
2024,3,00-0033555,NA,NA
2024,3,00-0039901,NA,NA
2024,3,00-0038935,NA,NA
2024,3,00-0039875,NA,NA
2024,3,00-0038606,NA,NA
2024,3,00-0033869,NA,NA
2024,3,00-0036972,NA,NA
2024,3,00-0036331,NA,NA
2024,3,00-0035628,NA,NA
2024,3,00-0036332,NA,NA
2024,3,00-0029604,NA,NA
2024,3,00-0036309,NA,NA
2024,3,00-0034407,NA,NA
2024,3,00-0037238,NA,NA
2024,3,00-0033873,NA,NA
2024,3,00-0039067,NA,NA
2024,3,00-0039894,NA,NA
2024,3,00-0030506,NA,NA
2024,3,00-0033857,NA,NA
2024,3,00-0039325,NA,NA
2024,3,00-0036637,NA,NA
2024,3,00-0036970,NA,NA
2024,3,00-0033526,NA,NA
2024,3,00-0034386,NA,NA
2024,3,00-0038542,NA,NA
2024,3,00-0036355,NA,NA
2024,3,00-0036158,NA,NA
2024,3,00-0034159,NA,NA
2024,3,00-0034830,NA,NA
2024,3,00-0036945,NA,NA
2024,3,00-0037228,NA,NA
2024,3,00-0037247,NA,NA
2024,3,00-0039915,NA,NA
2024,3,00-0038544,NA,NA
2024,3,00-0037304,NA,NA
2024,3,00-0036893,NA,NA
2024,3,00-0030578,NA,NA
2024,3,00-0036894,NA,NA
2024,3,00-0035298,NA,NA
2024,3,00-0036646,NA,NA
2024,3,00-0037837,NA,NA
2024,3,00-0031800,NA,NA
2024,3,00-0030565,NA,NA
2024,3,00-0039793,NA,NA
2024,3,00-0032211,NA,NA
2024,3,00-0039165,NA,NA
2024,3,00-0037327,NA,NA
2024,3,00-0039040,NA,NA
2024,3,00-0035644,NA,NA
2024,3,00-0035640,NA,NA
2024,3,00-0036613,NA,NA
2024,3,00-0037348,NA,NA
2024,3,00-0035125,NA,NA
2024,3,00-0033858,NA,NA
2024,3,00-0033040,NA,NA
2024,3,00-0036268,NA,NA
2024,3,00-0038543,NA,NA
2024,3,00-0033439,NA,NA
2024,3,00-0034177,NA,NA
2024,3,00-0034419,NA,NA
2024,3,00-0038720,NA,NA
2024,3,00-0034798,NA,NA
2024,3,00-0036620,NA,NA
2024,3,00-0038092,NA,NA
2024,3,00-0023459,NA,NA
2024,3,00-0037740,NA,NA
2024,3,00-0033536,NA,NA
2024,3,00-0034521,NA,NA
2024,3,00-0038120,NA,NA
2024,3,00-0033119,NA,NA
2024,3,00-0033090,NA,NA
2024,3,00-0037805,NA,NA
2024,3,00-0038496,NA,NA
2024,3,00-0038621,NA,NA
2024,3,00-0039907,NA,NA
2024,3,00-0032392,NA,NA
2024,3,00-0034270,NA,NA
2024,3,00-0036328,NA,NA
2024,3,00-0039794,NA,NA
2024,3,00-0038104,NA,NA
2024,3,00-0039851,NA,NA
2024,3,00-0038608,NA,NA
2024,3,00-0033537,NA,NA
2024,3,00-0031544,NA,NA
2024,3,00-0035710,NA,NA
2024,3,00-0039337,NA,NA
2024,3,00-0038979,NA,NA
2024,3,00-0037267,NA,NA
2024,3,00-0036407,NA,NA
2024,3,00-0038938,NA,NA
2024,3,00-0038117,NA,NA
2024,3,00-0035250,NA,NA
2024,3,00-0039384,NA,NA
2024,3,00-0035535,NA,NA
2024,3,00-0034364,NA,NA
2024,3,00-0036980,NA,NA
2024,3,00-0039847,NA,NA
2024,3,00-0038115,NA,NA
2024,3,00-0031280,NA,NA
2024,3,00-0037239,NA,NA
2024,3,00-0039623,NA,NA
2024,3,00-0033948,NA,NA
2024,3,00-0036389,NA,NA
2024,3,00-0034351,NA,NA
2024,3,00-0037545,NA,NA
2024,3,00-0036912,NA,NA
2024,3,00-0034844,NA,NA
2024,3,00-0033906,NA,NA
2024,3,00-0034981,NA,NA
2024,3,00-0037132,NA,NA
2024,3,00-0036919,NA,NA
2024,3,00-0039236,NA,NA
